"waveid","personid","alterid","tie"
1,"pe0101","pe0301","1"
1,"pe0101","pe1601","1"
1,"pe0101","pe2401","1"
1,"pe0101","pe2701","1"
1,"pe0101","pe3901","1"
1,"pe0102","pe0502","1"
1,"pe0102","pe2402","1"
1,"pe0102","pe3102","1"
1,"pe0102","pe4801","1"
1,"pe0102","pe7060","1"
1,"pe0102","pe7060","1"
1,"pe0102","pe7078","1"
1,"pe0102","pe7228","1"
1,"pe0102","pe7287","1"
1,"pe0102","pe7507","1"
1,"pe0201","pe0301","1"
1,"pe0201","pe7197","1"
1,"pe0202","pe0102","1"
1,"pe0202","pe0302","1"
1,"pe0202","pe0502","1"
1,"pe0202","pe0801","1"
1,"pe0202","pe1602","1"
1,"pe0202","pe2202","1"
1,"pe0202","pe2301","1"
1,"pe0202","pe2902","1"
1,"pe0202","pe3802","1"
1,"pe0202","pe3901","1"
1,"pe0301","pe2701","1"
1,"pe0301","pe2902","1"
1,"pe0301","pe3901","1"
1,"pe0302","pe7349","1"
1,"pe0302","pe7362","1"
1,"pe0401","pe2701","1"
1,"pe0401","pe2801","1"
1,"pe0401","pe5701","1"
1,"pe0501","pe4901","1"
1,"pe0501","pe7007","1"
1,"pe0502","pe0101","1"
1,"pe0502","pe0601","1"
1,"pe0502","pe1001","1"
1,"pe0502","pe2401","1"
1,"pe0502","pe2402","1"
1,"pe0502","pe3101","1"
1,"pe0502","pe3901","1"
1,"pe0502","pe4901","1"
1,"pe0502","pe7007","1"
1,"pe0502","pe7101","1"
1,"pe0502","pe7414","1"
1,"pe0601","pe2701","1"
1,"pe0601","pe2801","1"
1,"pe0601","pe4901","1"
1,"pe0701","pe3401","1"
1,"pe0701","pe7192","1"
1,"pe0701","pe7453","1"
1,"pe0702","pe7435","1"
1,"pe0801","pe0502","1"
1,"pe0801","pe2402","1"
1,"pe0801","pe2602","1"
1,"pe0801","pe3502","1"
1,"pe1001","pe0101","1"
1,"pe1001","pe0601","1"
1,"pe1001","pe3501","1"
1,"pe1001","pe3502","1"
1,"pe1001","pe3504","1"
1,"pe1001","pe3510","1"
1,"pe1001","pe4301","1"
1,"pe1001","pe4501","1"
1,"pe1001","pe6101","1"
1,"pe1001","pe7057","1"
1,"pe1001","pe7187","1"
1,"pe1001","pe7329","1"
1,"pe1002","pe0602","1"
1,"pe1002","pe1302","1"
1,"pe1002","pe2002","1"
1,"pe1002","pe2602","1"
1,"pe1002","pe3502","1"
1,"pe1101","pe0701","1"
1,"pe1101","pe0702","1"
1,"pe1101","pe1201","1"
1,"pe1101","pe1202","1"
1,"pe1101","pe3401","1"
1,"pe1101","pe3402","1"
1,"pe1102","pe0502","1"
1,"pe1102","pe0702","1"
1,"pe1102","pe2402","1"
1,"pe1102","pe2802","1"
1,"pe1102","pe3402","1"
1,"pe1102","pe7081","1"
1,"pe1201","pe0701","1"
1,"pe1201","pe1101","1"
1,"pe1201","pe7015","1"
1,"pe1201","pe7169","1"
1,"pe1201","pe7194","1"
1,"pe1201","pe7204","1"
1,"pe1201","pe7237","1"
1,"pe1201","pe7361","1"
1,"pe1202","pe0101","1"
1,"pe1202","pe0501","1"
1,"pe1202","pe1601","1"
1,"pe1202","pe2401","1"
1,"pe1202","pe3401","1"
1,"pe1301","pe0301","1"
1,"pe1301","pe0601","1"
1,"pe1301","pe1001","1"
1,"pe1301","pe2001","1"
1,"pe1301","pe3201","1"
1,"pe1301","pe3205","1"
1,"pe1301","pe3206","1"
1,"pe1302","pe0601","1"
1,"pe1302","pe3201","1"
1,"pe1601","pe0101","1"
1,"pe1601","pe2001","1"
1,"pe1601","pe2301","1"
1,"pe1601","pe2401","1"
1,"pe1601","pe3901","1"
1,"pe1601","pe3904","1"
1,"pe1601","pe4905","1"
1,"pe1601","pe7033","1"
1,"pe1601","pe7172","1"
1,"pe1601","pe7173","1"
1,"pe1601","pe7186","1"
1,"pe1601","pe7259","1"
1,"pe1602","pe0302","1"
1,"pe1602","pe0601","1"
1,"pe1602","pe0602","1"
1,"pe1602","pe0801","1"
1,"pe1602","pe1302","1"
1,"pe1602","pe2002","1"
1,"pe1602","pe2402","1"
1,"pe1602","pe2602","1"
1,"pe1602","pe4802","1"
1,"pe1701","pe1703","1"
1,"pe1701","pe2701","1"
1,"pe1701","pe2801","1"
1,"pe1701","pe6101","1"
1,"pe1702","pe0101","1"
1,"pe1702","pe2401","1"
1,"pe1702","pe2701","1"
1,"pe1702","pe2801","1"
1,"pe1702","pe4701","1"
1,"pe1901","pe2701","1"
1,"pe1901","pe2801","1"
1,"pe1901","pe4501","1"
1,"pe1901","pe4901","1"
1,"pe1902","pe0401","1"
1,"pe1902","pe0602","1"
1,"pe1902","pe2002","1"
1,"pe1902","pe3901","1"
1,"pe1902","pe6102","1"
1,"pe2001","pe0602","1"
1,"pe2001","pe1001","1"
1,"pe2001","pe1601","1"
1,"pe2001","pe3201","1"
1,"pe2001","pe6101","1"
1,"pe2001","pe7259","1"
1,"pe2001","pe7336","1"
1,"pe2002","pe0602","1"
1,"pe2002","pe1002","1"
1,"pe2002","pe1302","1"
1,"pe2002","pe3201","1"
1,"pe2101","pe0601","1"
1,"pe2101","pe2701","1"
1,"pe2101","pe4501","1"
1,"pe2101","pe7312","1"
1,"pe2201","pe0501","1"
1,"pe2202","pe0202","1"
1,"pe2202","pe0502","1"
1,"pe2202","pe1102","1"
1,"pe2202","pe2402","1"
1,"pe2202","pe3102","1"
1,"pe2202","pe3402","1"
1,"pe2202","pe3502","1"
1,"pe2202","pe3702","1"
1,"pe2202","pe3901","1"
1,"pe2301","pe0101","1"
1,"pe2301","pe0102","1"
1,"pe2301","pe0801","1"
1,"pe2301","pe2402","1"
1,"pe2301","pe2702","1"
1,"pe2401","pe0301","1"
1,"pe2401","pe3301","1"
1,"pe2401","pe3901","1"
1,"pe2401","pe3904","1"
1,"pe2401","pe7253","1"
1,"pe2402","pe0502","1"
1,"pe2402","pe1602","1"
1,"pe2402","pe3502","1"
1,"pe2402","pe3901","1"
1,"pe2501","pe2801","1"
1,"pe2501","pe7032","1"
1,"pe2501","pe7105","1"
1,"pe2501","pe7137","1"
1,"pe2501","pe7179","1"
1,"pe2501","pe7179","1"
1,"pe2501","pe7315","1"
1,"pe2501","pe7399","1"
1,"pe2501","pe7427","1"
1,"pe2501","pe7437","1"
1,"pe2501","pe7446","1"
1,"pe2501","pe7469","1"
1,"pe2502","pe0401","1"
1,"pe2502","pe1001","1"
1,"pe2502","pe2701","1"
1,"pe2502","pe2702","1"
1,"pe2502","pe2801","1"
1,"pe2502","pe5701","1"
1,"pe2601","pe3301","1"
1,"pe2601","pe4801","1"
1,"pe2601","pe4901","1"
1,"pe2601","pe7073","1"
1,"pe2601","pe7109","1"
1,"pe2601","pe7153","1"
1,"pe2601","pe7156","1"
1,"pe2602","pe3102","1"
1,"pe2602","pe3302","1"
1,"pe2602","pe3901","1"
1,"pe2602","pe4802","1"
1,"pe2701","pe1701","1"
1,"pe2701","pe1703","1"
1,"pe2701","pe1705","1"
1,"pe2701","pe2501","1"
1,"pe2701","pe2801","1"
1,"pe2701","pe4501","1"
1,"pe2701","pe6101","1"
1,"pe2801","pe0401","1"
1,"pe2801","pe1705","1"
1,"pe2801","pe2701","1"
1,"pe2801","pe6101","1"
1,"pe2801","pe7206","1"
1,"pe2802","pe0401","1"
1,"pe2802","pe2502","1"
1,"pe2802","pe2702","1"
1,"pe2802","pe5701","1"
1,"pe2802","pe7148","1"
1,"pe2802","pe7389","1"
1,"pe2901","pe7133","1"
1,"pe2901","pe7317","1"
1,"pe3101","pe0101","1"
1,"pe3101","pe2001","1"
1,"pe3101","pe2701","1"
1,"pe3101","pe6101","1"
1,"pe3102","pe0102","1"
1,"pe3102","pe0502","1"
1,"pe3102","pe0801","1"
1,"pe3102","pe2602","1"
1,"pe3102","pe3502","1"
1,"pe3301","pe2601","1"
1,"pe3301","pe4801","1"
1,"pe3301","pe4901","1"
1,"pe3302","pe2602","1"
1,"pe3302","pe2701","1"
1,"pe3302","pe2702","1"
1,"pe3302","pe3502","1"
1,"pe3302","pe4702","1"
1,"pe3302","pe4902","1"
1,"pe3302","pe6102","1"
1,"pe3302","pe7209","1"
1,"pe3302","pe7385","1"
1,"pe3302","pe7409","1"
1,"pe3302","pe7419","1"
1,"pe3401","pe1101","1"
1,"pe3401","pe1201","1"
1,"pe3401","pe3801","1"
1,"pe3402","pe0501","1"
1,"pe3402","pe7258","1"
1,"pe3502","pe1002","1"
1,"pe3502","pe2402","1"
1,"pe3502","pe3901","1"
1,"pe3701","pe0502","1"
1,"pe3701","pe1705","1"
1,"pe3701","pe3206","1"
1,"pe3701","pe3304","1"
1,"pe3701","pe6201","1"
1,"pe3701","pe7070","1"
1,"pe3701","pe7235","1"
1,"pe3701","pe7365","1"
1,"pe3701","pe7420","1"
1,"pe3702","pe0502","1"
1,"pe3702","pe2202","1"
1,"pe3702","pe7059","1"
1,"pe3702","pe7235","1"
1,"pe3801","pe0201","1"
1,"pe3801","pe0202","1"
1,"pe3801","pe0301","1"
1,"pe3801","pe0302","1"
1,"pe3801","pe7012","1"
1,"pe3801","pe7083","1"
1,"pe3801","pe7127","1"
1,"pe3801","pe7391","1"
1,"pe3801","pe7394","1"
1,"pe3802","pe3201","1"
1,"pe3802","pe3402","1"
1,"pe3802","pe5401","1"
1,"pe3901","pe0101","1"
1,"pe3901","pe0501","1"
1,"pe3901","pe1601","1"
1,"pe3901","pe2401","1"
1,"pe4301","pe7123","1"
1,"pe4301","pe7506","1"
1,"pe4401","pe0501","1"
1,"pe4401","pe0601","1"
1,"pe4401","pe4501","1"
1,"pe4401","pe4901","1"
1,"pe4401","pe7170","1"
1,"pe4401","pe7213","1"
1,"pe4401","pe7369","1"
1,"pe4401","pe7508","1"
1,"pe4402","pe0702","1"
1,"pe4402","pe2602","1"
1,"pe4402","pe2702","1"
1,"pe4402","pe3302","1"
1,"pe4402","pe4302","1"
1,"pe4402","pe4902","1"
1,"pe4402","pe7051","1"
1,"pe4402","pe7094","1"
1,"pe4402","pe7094","1"
1,"pe4402","pe7097","1"
1,"pe4402","pe7104","1"
1,"pe4402","pe7126","1"
1,"pe4402","pe7273","1"
1,"pe4402","pe7327","1"
1,"pe4402","pe7412","1"
1,"pe4501","pe2701","1"
1,"pe4501","pe3301","1"
1,"pe4501","pe7031","1"
1,"pe4501","pe7115","1"
1,"pe4501","pe7321","1"
1,"pe4502","pe0401","1"
1,"pe4502","pe2102","1"
1,"pe4502","pe2602","1"
1,"pe4502","pe3901","1"
1,"pe4502","pe4902","1"
1,"pe4502","pe7009","1"
1,"pe4502","pe7041","1"
1,"pe4502","pe7111","1"
1,"pe4502","pe7147","1"
1,"pe4502","pe7174","1"
1,"pe4502","pe7256","1"
1,"pe4502","pe7351","1"
1,"pe4701","pe0101","1"
1,"pe4701","pe1601","1"
1,"pe4701","pe2401","1"
1,"pe4701","pe2601","1"
1,"pe4701","pe3301","1"
1,"pe4701","pe4801","1"
1,"pe4701","pe4901","1"
1,"pe4702","pe2602","1"
1,"pe4702","pe3102","1"
1,"pe4702","pe4802","1"
1,"pe4702","pe4902","1"
1,"pe4801","pe0505","1"
1,"pe4801","pe1601","1"
1,"pe4801","pe2601","1"
1,"pe4801","pe3301","1"
1,"pe4801","pe4901","1"
1,"pe4802","pe0101","1"
1,"pe4802","pe0502","1"
1,"pe4802","pe7007","1"
1,"pe4901","pe0502","1"
1,"pe4901","pe7007","1"
1,"pe4901","pe7025","1"
1,"pe4901","pe7444","1"
1,"pe4902","pe0101","1"
1,"pe4902","pe0501","1"
1,"pe4902","pe0502","1"
1,"pe4902","pe1101","1"
1,"pe4902","pe7007","1"
1,"pe4902","pe7025","1"
1,"pe4902","pe7426","1"
1,"pe4902","pe7433","1"
1,"pe5201","pe7156","1"
1,"pe5201","pe7237","1"
1,"pe5201","pe7316","1"
1,"pe5401","pe3402","1"
1,"pe5401","pe3901","1"
1,"pe5401","pe7166","1"
1,"pe5701","pe0401","1"
1,"pe5701","pe2301","1"
1,"pe5701","pe2502","1"
1,"pe5701","pe2702","1"
1,"pe5701","pe2802","1"
1,"pe5701","pe6102","1"
1,"pe6101","pe0101","1"
1,"pe6101","pe1705","1"
1,"pe6101","pe2701","1"
1,"pe6101","pe2801","1"
1,"pe6102","pe2101","1"
1,"pe6102","pe2701","1"
1,"pe6102","pe4501","1"
1,"pe6201","pe0502","1"
1,"pe6201","pe3206","1"
1,"pe6201","pe7211","1"
1,"pe0101","pe0301","2"
1,"pe0101","pe1601","2"
1,"pe0101","pe2401","2"
1,"pe0101","pe2701","2"
1,"pe0101","pe3901","2"
1,"pe0102","pe0502","2"
1,"pe0102","pe2402","2"
1,"pe0102","pe3102","2"
1,"pe0102","pe4801","2"
1,"pe0102","pe7060","2"
1,"pe0102","pe7060","2"
1,"pe0102","pe7287","2"
1,"pe0201","pe2902","2"
1,"pe0202","pe0102","2"
1,"pe0202","pe0302","2"
1,"pe0202","pe0801","2"
1,"pe0202","pe1602","2"
1,"pe0202","pe2202","2"
1,"pe0202","pe2301","2"
1,"pe0202","pe2902","2"
1,"pe0202","pe3802","2"
1,"pe0202","pe3901","2"
1,"pe0301","pe0201","2"
1,"pe0301","pe2701","2"
1,"pe0301","pe3801","2"
1,"pe0301","pe3802","2"
1,"pe0302","pe0201","2"
1,"pe0302","pe1602","2"
1,"pe0302","pe2902","2"
1,"pe0302","pe3803","2"
1,"pe0401","pe1701","2"
1,"pe0501","pe0101","2"
1,"pe0501","pe0601","2"
1,"pe0501","pe1601","2"
1,"pe0501","pe2401","2"
1,"pe0501","pe2601","2"
1,"pe0501","pe3701","2"
1,"pe0501","pe3901","2"
1,"pe0501","pe4802","2"
1,"pe0501","pe4901","2"
1,"pe0501","pe7082","2"
1,"pe0501","pe7099","2"
1,"pe0501","pe7182","2"
1,"pe0501","pe7246","2"
1,"pe0501","pe7300","2"
1,"pe0502","pe0101","2"
1,"pe0502","pe0601","2"
1,"pe0502","pe1001","2"
1,"pe0502","pe2401","2"
1,"pe0502","pe2402","2"
1,"pe0502","pe3101","2"
1,"pe0502","pe3901","2"
1,"pe0502","pe4901","2"
1,"pe0502","pe7007","2"
1,"pe0502","pe7101","2"
1,"pe0502","pe7414","2"
1,"pe0601","pe0101","2"
1,"pe0601","pe1001","2"
1,"pe0601","pe1302","2"
1,"pe0601","pe2002","2"
1,"pe0601","pe2401","2"
1,"pe0601","pe2701","2"
1,"pe0601","pe3201","2"
1,"pe0601","pe4501","2"
1,"pe0601","pe4901","2"
1,"pe0601","pe6101","2"
1,"pe0601","pe7061","2"
1,"pe0601","pe7102","2"
1,"pe0601","pe7405","2"
1,"pe0602","pe2002","2"
1,"pe0602","pe2402","2"
1,"pe0701","pe0201","2"
1,"pe0701","pe0301","2"
1,"pe0701","pe1101","2"
1,"pe0701","pe1201","2"
1,"pe0701","pe3401","2"
1,"pe0701","pe7360","2"
1,"pe0702","pe7435","2"
1,"pe0801","pe2402","2"
1,"pe0801","pe2602","2"
1,"pe0801","pe3502","2"
1,"pe1001","pe0101","2"
1,"pe1001","pe0601","2"
1,"pe1001","pe3501","2"
1,"pe1001","pe3502","2"
1,"pe1001","pe3504","2"
1,"pe1001","pe3510","2"
1,"pe1001","pe4301","2"
1,"pe1001","pe4501","2"
1,"pe1001","pe6101","2"
1,"pe1001","pe7057","2"
1,"pe1001","pe7187","2"
1,"pe1001","pe7329","2"
1,"pe1002","pe0602","2"
1,"pe1002","pe1302","2"
1,"pe1002","pe2002","2"
1,"pe1002","pe2602","2"
1,"pe1002","pe3502","2"
1,"pe1101","pe0701","2"
1,"pe1101","pe0702","2"
1,"pe1101","pe1201","2"
1,"pe1101","pe1202","2"
1,"pe1101","pe3401","2"
1,"pe1101","pe3402","2"
1,"pe1102","pe0502","2"
1,"pe1102","pe0702","2"
1,"pe1102","pe2402","2"
1,"pe1102","pe2602","2"
1,"pe1102","pe2802","2"
1,"pe1102","pe3402","2"
1,"pe1102","pe7081","2"
1,"pe1201","pe0701","2"
1,"pe1201","pe1101","2"
1,"pe1201","pe7015","2"
1,"pe1201","pe7169","2"
1,"pe1201","pe7194","2"
1,"pe1201","pe7204","2"
1,"pe1201","pe7237","2"
1,"pe1201","pe7361","2"
1,"pe1301","pe0301","2"
1,"pe1301","pe0601","2"
1,"pe1301","pe1001","2"
1,"pe1301","pe2001","2"
1,"pe1301","pe3201","2"
1,"pe1301","pe3205","2"
1,"pe1301","pe3206","2"
1,"pe1302","pe0602","2"
1,"pe1302","pe2002","2"
1,"pe1302","pe3206","2"
1,"pe1302","pe7243","2"
1,"pe1601","pe0101","2"
1,"pe1601","pe2001","2"
1,"pe1601","pe2301","2"
1,"pe1601","pe2401","2"
1,"pe1601","pe2401","2"
1,"pe1601","pe3901","2"
1,"pe1601","pe3904","2"
1,"pe1602","pe0302","2"
1,"pe1602","pe0601","2"
1,"pe1602","pe0602","2"
1,"pe1602","pe0801","2"
1,"pe1602","pe1302","2"
1,"pe1602","pe2002","2"
1,"pe1602","pe2402","2"
1,"pe1602","pe2602","2"
1,"pe1602","pe4802","2"
1,"pe1701","pe0101","2"
1,"pe1701","pe1703","2"
1,"pe1701","pe2701","2"
1,"pe1701","pe2801","2"
1,"pe1701","pe6101","2"
1,"pe1702","pe0101","2"
1,"pe1702","pe2401","2"
1,"pe1702","pe2701","2"
1,"pe1702","pe2801","2"
1,"pe1702","pe4701","2"
1,"pe1901","pe7027","2"
1,"pe1901","pe7180","2"
1,"pe1901","pe7245","2"
1,"pe1901","pe7432","2"
1,"pe1901","pe7502","2"
1,"pe1902","pe0401","2"
1,"pe1902","pe0602","2"
1,"pe1902","pe2002","2"
1,"pe1902","pe3901","2"
1,"pe1902","pe6102","2"
1,"pe2001","pe0602","2"
1,"pe2001","pe1001","2"
1,"pe2001","pe3201","2"
1,"pe2001","pe6101","2"
1,"pe2002","pe0602","2"
1,"pe2002","pe1002","2"
1,"pe2002","pe1302","2"
1,"pe2002","pe3201","2"
1,"pe2002","pe3502","2"
1,"pe2101","pe0601","2"
1,"pe2101","pe1901","2"
1,"pe2101","pe2701","2"
1,"pe2101","pe4501","2"
1,"pe2101","pe7312","2"
1,"pe2201","pe2801","2"
1,"pe2201","pe6101","2"
1,"pe2202","pe0102","2"
1,"pe2202","pe0202","2"
1,"pe2202","pe0502","2"
1,"pe2202","pe3702","2"
1,"pe2202","pe3901","2"
1,"pe2301","pe0102","2"
1,"pe2301","pe0801","2"
1,"pe2301","pe2402","2"
1,"pe2301","pe2702","2"
1,"pe2401","pe0301","2"
1,"pe2401","pe2701","2"
1,"pe2401","pe3301","2"
1,"pe2401","pe3901","2"
1,"pe2401","pe3904","2"
1,"pe2401","pe7253","2"
1,"pe2402","pe1602","2"
1,"pe2402","pe3502","2"
1,"pe2402","pe3901","2"
1,"pe2502","pe0401","2"
1,"pe2502","pe1001","2"
1,"pe2502","pe2701","2"
1,"pe2502","pe2702","2"
1,"pe2502","pe2801","2"
1,"pe2502","pe5701","2"
1,"pe2601","pe3301","2"
1,"pe2601","pe4801","2"
1,"pe2601","pe4901","2"
1,"pe2602","pe3102","2"
1,"pe2602","pe3302","2"
1,"pe2602","pe3901","2"
1,"pe2602","pe4802","2"
1,"pe2701","pe1701","2"
1,"pe2701","pe1703","2"
1,"pe2701","pe1705","2"
1,"pe2701","pe2501","2"
1,"pe2701","pe2801","2"
1,"pe2701","pe4501","2"
1,"pe2701","pe6101","2"
1,"pe2702","pe0401","2"
1,"pe2702","pe3303","2"
1,"pe2801","pe0401","2"
1,"pe2801","pe1705","2"
1,"pe2801","pe2701","2"
1,"pe2801","pe6101","2"
1,"pe2801","pe7206","2"
1,"pe2802","pe0401","2"
1,"pe2802","pe2502","2"
1,"pe2802","pe2702","2"
1,"pe2802","pe5701","2"
1,"pe2802","pe7019","2"
1,"pe2802","pe7148","2"
1,"pe2802","pe7389","2"
1,"pe2901","pe7133","2"
1,"pe2901","pe7317","2"
1,"pe3101","pe0101","2"
1,"pe3101","pe2001","2"
1,"pe3101","pe2701","2"
1,"pe3101","pe6101","2"
1,"pe3102","pe0102","2"
1,"pe3102","pe0502","2"
1,"pe3102","pe0801","2"
1,"pe3102","pe2602","2"
1,"pe3102","pe3502","2"
1,"pe3201","pe3206","2"
1,"pe3301","pe2601","2"
1,"pe3301","pe4801","2"
1,"pe3301","pe4901","2"
1,"pe3302","pe2602","2"
1,"pe3302","pe2701","2"
1,"pe3302","pe2702","2"
1,"pe3302","pe3502","2"
1,"pe3302","pe4702","2"
1,"pe3302","pe4902","2"
1,"pe3302","pe6102","2"
1,"pe3302","pe7209","2"
1,"pe3302","pe7385","2"
1,"pe3302","pe7409","2"
1,"pe3302","pe7419","2"
1,"pe3401","pe1101","2"
1,"pe3401","pe1201","2"
1,"pe3401","pe7171","2"
1,"pe3401","pe7188","2"
1,"pe3401","pe7376","2"
1,"pe3402","pe1102","2"
1,"pe3402","pe3802","2"
1,"pe3402","pe7344","2"
1,"pe3501","pe7143","2"
1,"pe3501","pe7143","2"
1,"pe3501","pe7149","2"
1,"pe3501","pe7160","2"
1,"pe3501","pe7210","2"
1,"pe3501","pe7216","2"
1,"pe3501","pe7275","2"
1,"pe3501","pe7382","2"
1,"pe3501","pe7430","2"
1,"pe3502","pe1002","2"
1,"pe3502","pe2402","2"
1,"pe3502","pe2602","2"
1,"pe3502","pe3901","2"
1,"pe3701","pe0502","2"
1,"pe3701","pe1705","2"
1,"pe3701","pe3206","2"
1,"pe3701","pe3304","2"
1,"pe3701","pe6201","2"
1,"pe3701","pe7070","2"
1,"pe3701","pe7235","2"
1,"pe3701","pe7365","2"
1,"pe3701","pe7420","2"
1,"pe3801","pe0201","2"
1,"pe3801","pe0202","2"
1,"pe3801","pe0301","2"
1,"pe3801","pe0302","2"
1,"pe3801","pe7012","2"
1,"pe3801","pe7083","2"
1,"pe3801","pe7127","2"
1,"pe3801","pe7391","2"
1,"pe3801","pe7394","2"
1,"pe3802","pe3201","2"
1,"pe3802","pe3402","2"
1,"pe4301","pe0701","2"
1,"pe4301","pe3101","2"
1,"pe4301","pe3301","2"
1,"pe4301","pe3510","2"
1,"pe4301","pe4901","2"
1,"pe4301","pe6101","2"
1,"pe4401","pe7029","2"
1,"pe4401","pe7170","2"
1,"pe4401","pe7213","2"
1,"pe4401","pe7369","2"
1,"pe4401","pe7508","2"
1,"pe4402","pe0702","2"
1,"pe4402","pe2602","2"
1,"pe4402","pe2702","2"
1,"pe4402","pe3302","2"
1,"pe4402","pe3901","2"
1,"pe4402","pe4302","2"
1,"pe4402","pe4902","2"
1,"pe4402","pe7051","2"
1,"pe4402","pe7094","2"
1,"pe4402","pe7094","2"
1,"pe4402","pe7097","2"
1,"pe4402","pe7273","2"
1,"pe4402","pe7327","2"
1,"pe4402","pe7412","2"
1,"pe4501","pe2701","2"
1,"pe4501","pe3301","2"
1,"pe4501","pe7031","2"
1,"pe4501","pe7115","2"
1,"pe4501","pe7321","2"
1,"pe4502","pe0401","2"
1,"pe4502","pe1902","2"
1,"pe4502","pe2602","2"
1,"pe4502","pe2702","2"
1,"pe4502","pe3302","2"
1,"pe4502","pe4802","2"
1,"pe4502","pe4902","2"
1,"pe4502","pe6102","2"
1,"pe4502","pe7111","2"
1,"pe4701","pe3304","2"
1,"pe4701","pe3305","2"
1,"pe4701","pe4903","2"
1,"pe4701","pe4904","2"
1,"pe4702","pe3102","2"
1,"pe4702","pe3402","2"
1,"pe4702","pe4802","2"
1,"pe4702","pe4902","2"
1,"pe4801","pe0505","2"
1,"pe4801","pe1601","2"
1,"pe4801","pe2601","2"
1,"pe4801","pe3301","2"
1,"pe4801","pe4901","2"
