"waveid","personid","alterid","tie"
1,"pe4802","pe0101","2"
1,"pe4802","pe0502","2"
1,"pe4802","pe2401","2"
1,"pe4802","pe7007","2"
1,"pe4901","pe7007","2"
1,"pe4901","pe7161","2"
1,"pe4901","pe7401","2"
1,"pe4901","pe7414","2"
1,"pe4901","pe7422","2"
1,"pe4901","pe7444","2"
1,"pe4902","pe0101","2"
1,"pe4902","pe0501","2"
1,"pe4902","pe0502","2"
1,"pe4902","pe1101","2"
1,"pe4902","pe2702","2"
1,"pe4902","pe7065","2"
1,"pe4902","pe7224","2"
1,"pe4902","pe7260","2"
1,"pe4902","pe7265","2"
1,"pe4902","pe7271","2"
1,"pe5201","pe7156","2"
1,"pe5201","pe7237","2"
1,"pe5201","pe7316","2"
1,"pe5401","pe3402","2"
1,"pe5401","pe3901","2"
1,"pe5701","pe0401","2"
1,"pe5701","pe2301","2"
1,"pe5701","pe2502","2"
1,"pe5701","pe2702","2"
1,"pe5701","pe2802","2"
1,"pe5701","pe6102","2"
1,"pe6101","pe0101","2"
1,"pe6101","pe1705","2"
1,"pe6101","pe2701","2"
1,"pe6101","pe2801","2"
1,"pe6201","pe0502","2"
1,"pe6201","pe0505","2"
1,"pe6201","pe0515","2"
1,"pe6201","pe3206","2"
1,"pe6201","pe3304","2"
1,"pe0101","pe0301","3"
1,"pe0101","pe1601","3"
1,"pe0101","pe2401","3"
1,"pe0101","pe2701","3"
1,"pe0101","pe3901","3"
1,"pe0102","pe2402","3"
1,"pe0102","pe3102","3"
1,"pe0102","pe3301","3"
1,"pe0102","pe3901","3"
1,"pe0102","pe4902","3"
1,"pe0102","pe7246","3"
1,"pe0102","pe7300","3"
1,"pe0102","pe7364","3"
1,"pe0201","pe3802","3"
1,"pe0201","pe7197","3"
1,"pe0202","pe0302","3"
1,"pe0202","pe2902","3"
1,"pe0202","pe3802","3"
1,"pe0202","pe7352","3"
1,"pe0202","pe7387","3"
1,"pe0202","pe7440","3"
1,"pe0301","pe0101","3"
1,"pe0301","pe1601","3"
1,"pe0301","pe2701","3"
1,"pe0301","pe2902","3"
1,"pe0301","pe3801","3"
1,"pe0302","pe0202","3"
1,"pe0302","pe2902","3"
1,"pe0302","pe3802","3"
1,"pe0401","pe1706","3"
1,"pe0401","pe2801","3"
1,"pe0401","pe7225","3"
1,"pe0501","pe0101","3"
1,"pe0501","pe1601","3"
1,"pe0501","pe2401","3"
1,"pe0501","pe3701","3"
1,"pe0501","pe3901","3"
1,"pe0501","pe4802","3"
1,"pe0501","pe7082","3"
1,"pe0501","pe7300","3"
1,"pe0502","pe0102","3"
1,"pe0502","pe0801","3"
1,"pe0502","pe2301","3"
1,"pe0502","pe2402","3"
1,"pe0502","pe3702","3"
1,"pe0502","pe3901","3"
1,"pe0502","pe7090","3"
1,"pe0502","pe7192","3"
1,"pe0502","pe7257","3"
1,"pe0502","pe7298","3"
1,"pe0502","pe7341","3"
1,"pe0502","pe7388","3"
1,"pe0502","pe7392","3"
1,"pe0601","pe1302","3"
1,"pe0601","pe2002","3"
1,"pe0601","pe2401","3"
1,"pe0601","pe3201","3"
1,"pe0602","pe1302","3"
1,"pe0602","pe2002","3"
1,"pe0602","pe3201","3"
1,"pe0602","pe3901","3"
1,"pe0602","pe4902","3"
1,"pe0602","pe7113","3"
1,"pe0701","pe1101","3"
1,"pe0701","pe3401","3"
1,"pe0702","pe1102","3"
1,"pe0702","pe1202","3"
1,"pe0702","pe3402","3"
1,"pe0702","pe7192","3"
1,"pe0702","pe7435","3"
1,"pe0702","pe7439","3"
1,"pe0801","pe2402","3"
1,"pe0801","pe2402","3"
1,"pe0801","pe2601","3"
1,"pe0801","pe3901","3"
1,"pe0801","pe7270","3"
1,"pe1001","pe0101","3"
1,"pe1001","pe7141","3"
1,"pe1002","pe0602","3"
1,"pe1002","pe1302","3"
1,"pe1002","pe2002","3"
1,"pe1002","pe2402","3"
1,"pe1002","pe2602","3"
1,"pe1002","pe3502","3"
1,"pe1101","pe0702","3"
1,"pe1101","pe1202","3"
1,"pe1101","pe3402","3"
1,"pe1102","pe0101","3"
1,"pe1102","pe0501","3"
1,"pe1102","pe0702","3"
1,"pe1102","pe1202","3"
1,"pe1102","pe2401","3"
1,"pe1102","pe3402","3"
1,"pe1102","pe3901","3"
1,"pe1102","pe7081","3"
1,"pe1102","pe7347","3"
1,"pe1201","pe0701","3"
1,"pe1201","pe1101","3"
1,"pe1202","pe0702","3"
1,"pe1202","pe1102","3"
1,"pe1202","pe7119","3"
1,"pe1202","pe7250","3"
1,"pe1301","pe0601","3"
1,"pe1301","pe2001","3"
1,"pe1301","pe3201","3"
1,"pe1301","pe3205","3"
1,"pe1301","pe3206","3"
1,"pe1302","pe0602","3"
1,"pe1302","pe2002","3"
1,"pe1302","pe3201","3"
1,"pe1302","pe7054","3"
1,"pe1302","pe7243","3"
1,"pe1601","pe0101","3"
1,"pe1601","pe2001","3"
1,"pe1601","pe2301","3"
1,"pe1601","pe2401","3"
1,"pe1601","pe3901","3"
1,"pe1602","pe0102","3"
1,"pe1602","pe0202","3"
1,"pe1602","pe0302","3"
1,"pe1602","pe0801","3"
1,"pe1602","pe2301","3"
1,"pe1602","pe2402","3"
1,"pe1602","pe3901","3"
1,"pe1602","pe7329","3"
1,"pe1602","pe7348","3"
1,"pe1701","pe1703","3"
1,"pe1701","pe2701","3"
1,"pe1701","pe2801","3"
1,"pe1701","pe6101","3"
1,"pe1702","pe1101","3"
1,"pe1702","pe2701","3"
1,"pe1702","pe2801","3"
1,"pe1702","pe3701","3"
1,"pe1702","pe5701","3"
1,"pe1702","pe6101","3"
1,"pe1702","pe7227","3"
1,"pe1702","pe7249","3"
1,"pe1702","pe7262","3"
1,"pe1702","pe7268","3"
1,"pe1702","pe7338","3"
1,"pe1702","pe7353","3"
1,"pe1901","pe2701","3"
1,"pe1901","pe4501","3"
1,"pe1901","pe4901","3"
1,"pe1902","pe0401","3"
1,"pe1902","pe7044","3"
1,"pe1902","pe7245","3"
1,"pe2001","pe0602","3"
1,"pe2001","pe3201","3"
1,"pe2002","pe0602","3"
1,"pe2002","pe1302","3"
1,"pe2002","pe2402","3"
1,"pe2002","pe3201","3"
1,"pe2002","pe3502","3"
1,"pe2002","pe7047","3"
1,"pe2002","pe7234","3"
1,"pe2002","pe7269","3"
1,"pe2002","pe7302","3"
1,"pe2002","pe7308","3"
1,"pe2101","pe0601","3"
1,"pe2101","pe2401","3"
1,"pe2101","pe2701","3"
1,"pe2101","pe4501","3"
1,"pe2101","pe7312","3"
1,"pe2102","pe7330","3"
1,"pe2201","pe3701","3"
1,"pe2201","pe7039","3"
1,"pe2201","pe7106","3"
1,"pe2201","pe7368","3"
1,"pe2202","pe0102","3"
1,"pe2202","pe0202","3"
1,"pe2202","pe0502","3"
1,"pe2202","pe0801","3"
1,"pe2202","pe1102","3"
1,"pe2202","pe2402","3"
1,"pe2202","pe2902","3"
1,"pe2202","pe3102","3"
1,"pe2202","pe3702","3"
1,"pe2202","pe3901","3"
1,"pe2301","pe0801","3"
1,"pe2301","pe1602","3"
1,"pe2301","pe2402","3"
1,"pe2301","pe2702","3"
1,"pe2301","pe3502","3"
1,"pe2301","pe7206","3"
1,"pe2401","pe0101","3"
1,"pe2401","pe0301","3"
1,"pe2401","pe1601","3"
1,"pe2401","pe3801","3"
1,"pe2402","pe0102","3"
1,"pe2402","pe0502","3"
1,"pe2402","pe0801","3"
1,"pe2402","pe3901","3"
1,"pe2501","pe2801","3"
1,"pe2501","pe7032","3"
1,"pe2501","pe7105","3"
1,"pe2501","pe7137","3"
1,"pe2501","pe7179","3"
1,"pe2501","pe7179","3"
1,"pe2502","pe2701","3"
1,"pe2502","pe2801","3"
1,"pe2502","pe5701","3"
1,"pe2502","pe7002","3"
1,"pe2502","pe7020","3"
1,"pe2502","pe7032","3"
1,"pe2601","pe3301","3"
1,"pe2602","pe2402","3"
1,"pe2602","pe3302","3"
1,"pe2602","pe3501","3"
1,"pe2602","pe3502","3"
1,"pe2602","pe4702","3"
1,"pe2602","pe4802","3"
1,"pe2602","pe7040","3"
1,"pe2602","pe7050","3"
1,"pe2602","pe7121","3"
1,"pe2602","pe7158","3"
1,"pe2602","pe7303","3"
1,"pe2602","pe7371","3"
1,"pe2701","pe1701","3"
1,"pe2701","pe1703","3"
1,"pe2701","pe1705","3"
1,"pe2701","pe2501","3"
1,"pe2701","pe2801","3"
1,"pe2701","pe4501","3"
1,"pe2701","pe6101","3"
1,"pe2702","pe2802","3"
1,"pe2702","pe6102","3"
1,"pe2702","pe7229","3"
1,"pe2702","pe7266","3"
1,"pe2801","pe0401","3"
1,"pe2801","pe1705","3"
1,"pe2801","pe2502","3"
1,"pe2801","pe2701","3"
1,"pe2801","pe5701","3"
1,"pe2801","pe6101","3"
1,"pe2802","pe2502","3"
1,"pe2802","pe2702","3"
1,"pe2802","pe5701","3"
1,"pe2802","pe7283","3"
1,"pe2802","pe7291","3"
1,"pe2802","pe7332","3"
1,"pe2802","pe7340","3"
1,"pe2802","pe7343","3"
1,"pe2802","pe7363","3"
1,"pe2901","pe0301","3"
1,"pe2901","pe3801","3"
1,"pe2901","pe7317","3"
1,"pe3101","pe0101","3"
1,"pe3101","pe2701","3"
1,"pe3101","pe6101","3"
1,"pe3102","pe0102","3"
1,"pe3102","pe0502","3"
1,"pe3102","pe0801","3"
1,"pe3201","pe0602","3"
1,"pe3201","pe1301","3"
1,"pe3201","pe1701","3"
1,"pe3201","pe3206","3"
1,"pe3301","pe2601","3"
1,"pe3301","pe4401","3"
1,"pe3301","pe4701","3"
1,"pe3301","pe4801","3"
1,"pe3301","pe4901","3"
1,"pe3302","pe0401","3"
1,"pe3302","pe0502","3"
1,"pe3302","pe0602","3"
1,"pe3302","pe0702","3"
1,"pe3302","pe2002","3"
1,"pe3302","pe2301","3"
1,"pe3302","pe2402","3"
1,"pe3302","pe2602","3"
1,"pe3302","pe2701","3"
1,"pe3302","pe3201","3"
1,"pe3302","pe3402","3"
1,"pe3302","pe3502","3"
1,"pe3302","pe3901","3"
1,"pe3302","pe4702","3"
1,"pe3302","pe4902","3"
1,"pe3302","pe5401","3"
1,"pe3302","pe6102","3"
1,"pe3401","pe0701","3"
1,"pe3401","pe1101","3"
1,"pe3401","pe1201","3"
1,"pe3401","pe4401","3"
1,"pe3402","pe0702","3"
1,"pe3402","pe1102","3"
1,"pe3402","pe7142","3"
1,"pe3402","pe7288","3"
1,"pe3402","pe7344","3"
1,"pe3402","pe7415","3"
1,"pe3501","pe0601","3"
1,"pe3501","pe1001","3"
1,"pe3501","pe1301","3"
1,"pe3501","pe2001","3"
1,"pe3501","pe2402","3"
1,"pe3501","pe3101","3"
1,"pe3501","pe3510","3"
1,"pe3502","pe1002","3"
1,"pe3502","pe1302","3"
1,"pe3502","pe2002","3"
1,"pe3502","pe2402","3"
1,"pe3502","pe2702","3"
1,"pe3502","pe3201","3"
1,"pe3502","pe3901","3"
1,"pe3701","pe0502","3"
1,"pe3701","pe7235","3"
1,"pe3702","pe0502","3"
1,"pe3702","pe0801","3"
1,"pe3702","pe2002","3"
1,"pe3702","pe2202","3"
1,"pe3702","pe3901","3"
1,"pe3702","pe7235","3"
1,"pe3702","pe7441","3"
1,"pe3801","pe0202","3"
1,"pe3801","pe0302","3"
1,"pe3801","pe7012","3"
1,"pe3801","pe7083","3"
1,"pe3801","pe7394","3"
1,"pe3802","pe0202","3"
1,"pe3802","pe0302","3"
1,"pe3802","pe2902","3"
1,"pe3802","pe7012","3"
1,"pe3802","pe7083","3"
1,"pe3802","pe7094","3"
1,"pe3802","pe7233","3"
1,"pe3802","pe7394","3"
1,"pe3901","pe0101","3"
1,"pe3901","pe0501","3"
1,"pe3901","pe1601","3"
1,"pe3901","pe2401","3"
1,"pe4302","pe0401","3"
1,"pe4302","pe1702","3"
1,"pe4302","pe2602","3"
1,"pe4302","pe3302","3"
1,"pe4302","pe4702","3"
1,"pe4302","pe4802","3"
1,"pe4302","pe4902","3"
1,"pe4302","pe5701","3"
1,"pe4302","pe6002","3"
1,"pe4302","pe6102","3"
1,"pe4401","pe0101","3"
1,"pe4401","pe0501","3"
1,"pe4401","pe0601","3"
1,"pe4401","pe2401","3"
1,"pe4401","pe2601","3"
1,"pe4401","pe4301","3"
1,"pe4401","pe4501","3"
1,"pe4402","pe2602","3"
1,"pe4402","pe3302","3"
1,"pe4402","pe4302","3"
1,"pe4402","pe4502","3"
1,"pe4402","pe4902","3"
1,"pe4501","pe2701","3"
1,"pe4501","pe7031","3"
1,"pe4501","pe7098","3"
1,"pe4501","pe7115","3"
1,"pe4501","pe7305","3"
1,"pe4501","pe7321","3"
1,"pe4501","pe7451","3"
1,"pe4502","pe0801","3"
1,"pe4502","pe1902","3"
1,"pe4502","pe2102","3"
1,"pe4502","pe2602","3"
1,"pe4502","pe3302","3"
1,"pe4502","pe3901","3"
1,"pe4502","pe4402","3"
1,"pe4502","pe4802","3"
1,"pe4502","pe4902","3"
1,"pe4502","pe6102","3"
1,"pe4502","pe7009","3"
1,"pe4502","pe7021","3"
1,"pe4502","pe7174","3"
1,"pe4502","pe7323","3"
1,"pe4502","pe7362","3"
1,"pe4502","pe7397","3"
1,"pe4502","pe7416","3"
1,"pe4701","pe2601","3"
1,"pe4701","pe3301","3"
1,"pe4701","pe4801","3"
1,"pe4701","pe4902","3"
1,"pe4702","pe2602","3"
1,"pe4702","pe3302","3"
1,"pe4702","pe3402","3"
1,"pe4702","pe4802","3"
1,"pe4702","pe4902","3"
1,"pe4801","pe0505","3"
1,"pe4801","pe2601","3"
1,"pe4801","pe3301","3"
1,"pe4802","pe0101","3"
1,"pe4802","pe0502","3"
1,"pe4802","pe2401","3"
1,"pe4802","pe2602","3"
1,"pe4802","pe3302","3"
1,"pe4802","pe3702","3"
1,"pe4802","pe3901","3"
1,"pe4802","pe4702","3"
1,"pe4802","pe4902","3"
1,"pe4901","pe2601","3"
1,"pe4901","pe3303","3"
1,"pe4901","pe4701","3"
1,"pe4901","pe4801","3"
1,"pe4902","pe0101","3"
1,"pe4902","pe0501","3"
1,"pe4902","pe1101","3"
1,"pe4902","pe2602","3"
1,"pe4902","pe3302","3"
1,"pe4902","pe3901","3"
1,"pe4902","pe4701","3"
1,"pe4902","pe4801","3"
1,"pe4902","pe7193","3"
1,"pe4902","pe7341","3"
1,"pe4902","pe7433","3"
1,"pe5201","pe2601","3"
1,"pe5201","pe7237","3"
1,"pe5201","pe7316","3"
1,"pe5202","pe5401","3"
1,"pe5202","pe7217","3"
1,"pe5202","pe7366","3"
1,"pe5202","pe7449","3"
1,"pe5401","pe2502","3"
1,"pe5401","pe3201","3"
1,"pe5401","pe3802","3"
1,"pe5401","pe5202","3"
1,"pe5401","pe7043","3"
1,"pe5401","pe7294","3"
1,"pe5701","pe0401","3"
1,"pe5701","pe1702","3"
1,"pe5701","pe2502","3"
1,"pe5701","pe2702","3"
1,"pe5701","pe2802","3"
1,"pe5701","pe6102","3"
1,"pe6101","pe0101","3"
1,"pe6101","pe1703","3"
1,"pe6101","pe1705","3"
1,"pe6101","pe2701","3"
1,"pe6101","pe2801","3"
1,"pe6102","pe0801","3"
1,"pe6102","pe1901","3"
1,"pe6102","pe2701","3"
1,"pe6102","pe7406","3"
1,"pe6201","pe0502","3"
1,"pe6201","pe0505","3"
1,"pe0101","pe0301","4"
1,"pe0101","pe2401","4"
1,"pe0101","pe2701","4"
1,"pe0101","pe3901","4"
1,"pe0102","pe2402","4"
1,"pe0102","pe3102","4"
1,"pe0102","pe3301","4"
1,"pe0102","pe3901","4"
1,"pe0102","pe4902","4"
1,"pe0102","pe7246","4"
1,"pe0102","pe7300","4"
1,"pe0102","pe7364","4"
1,"pe0201","pe0301","4"
1,"pe0201","pe0302","4"
1,"pe0201","pe3802","4"
1,"pe0201","pe3803","4"
1,"pe0201","pe4101","4"
1,"pe0202","pe0302","4"
1,"pe0202","pe2902","4"
1,"pe0202","pe3802","4"
1,"pe0202","pe7352","4"
1,"pe0202","pe7387","4"
1,"pe0202","pe7440","4"
1,"pe0301","pe0201","4"
1,"pe0301","pe2401","4"
1,"pe0301","pe2701","4"
1,"pe0301","pe3801","4"
1,"pe0301","pe3802","4"
1,"pe0302","pe0202","4"
1,"pe0302","pe2902","4"
1,"pe0302","pe3802","4"
1,"pe0401","pe1706","4"
1,"pe0401","pe2801","4"
1,"pe0401","pe7225","4"
1,"pe0501","pe0101","4"
1,"pe0501","pe1601","4"
1,"pe0501","pe2401","4"
1,"pe0501","pe3701","4"
1,"pe0501","pe3901","4"
1,"pe0501","pe4802","4"
1,"pe0501","pe7082","4"
1,"pe0501","pe7300","4"
1,"pe0502","pe0102","4"
1,"pe0502","pe0801","4"
1,"pe0502","pe2301","4"
1,"pe0502","pe2402","4"
1,"pe0502","pe3702","4"
1,"pe0502","pe3901","4"
1,"pe0502","pe7090","4"
1,"pe0502","pe7192","4"
1,"pe0502","pe7257","4"
1,"pe0502","pe7298","4"
1,"pe0502","pe7341","4"
1,"pe0502","pe7388","4"
1,"pe0502","pe7392","4"
1,"pe0601","pe1302","4"
1,"pe0601","pe2002","4"
1,"pe0601","pe2401","4"
1,"pe0601","pe3201","4"
1,"pe0602","pe1302","4"
1,"pe0602","pe2002","4"
1,"pe0602","pe3201","4"
1,"pe0602","pe3901","4"
1,"pe0602","pe7113","4"
1,"pe0701","pe1101","4"
1,"pe0701","pe3401","4"
1,"pe0702","pe1102","4"
1,"pe0702","pe1202","4"
1,"pe0702","pe3402","4"
1,"pe0702","pe7192","4"
1,"pe0702","pe7435","4"
1,"pe0702","pe7439","4"
1,"pe0801","pe2402","4"
1,"pe0801","pe2402","4"
1,"pe0801","pe2601","4"
1,"pe0801","pe3901","4"
1,"pe1001","pe3501","4"
1,"pe1001","pe3502","4"
1,"pe1001","pe3504","4"
1,"pe1001","pe3510","4"
1,"pe1002","pe0602","4"
1,"pe1002","pe1302","4"
1,"pe1002","pe2002","4"
1,"pe1002","pe3502","4"
1,"pe1101","pe0702","4"
1,"pe1101","pe1202","4"
1,"pe1101","pe3402","4"
1,"pe1102","pe0702","4"
1,"pe1102","pe1202","4"
1,"pe1102","pe3402","4"
1,"pe1102","pe3901","4"
1,"pe1102","pe7081","4"
1,"pe1102","pe7347","4"
1,"pe1201","pe0701","4"
1,"pe1201","pe1101","4"
1,"pe1202","pe0702","4"
1,"pe1202","pe1102","4"
1,"pe1202","pe7119","4"
1,"pe1202","pe7250","4"
1,"pe1301","pe0601","4"
1,"pe1301","pe2001","4"
1,"pe1301","pe3201","4"
1,"pe1301","pe3205","4"
1,"pe1301","pe3206","4"
1,"pe1302","pe0602","4"
1,"pe1302","pe2002","4"
1,"pe1302","pe3201","4"
1,"pe1601","pe2001","4"
1,"pe1601","pe2301","4"
1,"pe1601","pe2401","4"
1,"pe1601","pe3901","4"
1,"pe1601","pe3904","4"
1,"pe1602","pe0102","4"
1,"pe1602","pe0202","4"
1,"pe1602","pe0302","4"
1,"pe1602","pe0801","4"
1,"pe1602","pe2301","4"
1,"pe1602","pe2402","4"
1,"pe1602","pe3901","4"
1,"pe1602","pe7329","4"
1,"pe1602","pe7348","4"
1,"pe1701","pe1703","4"
1,"pe1701","pe2701","4"
1,"pe1701","pe2801","4"
1,"pe1701","pe6101","4"
1,"pe1702","pe1101","4"
1,"pe1702","pe2701","4"
1,"pe1702","pe2801","4"
1,"pe1702","pe3701","4"
1,"pe1702","pe5701","4"
1,"pe1702","pe6101","4"
1,"pe1702","pe7227","4"
1,"pe1702","pe7249","4"
1,"pe1702","pe7262","4"
1,"pe1702","pe7268","4"
1,"pe1702","pe7338","4"
1,"pe1702","pe7353","4"
1,"pe1901","pe0201","4"
1,"pe1901","pe1001","4"
1,"pe1901","pe1301","4"
1,"pe1901","pe3510","4"
1,"pe1902","pe0401","4"
1,"pe1902","pe0602","4"
1,"pe1902","pe2002","4"
1,"pe1902","pe2502","4"
1,"pe1902","pe6102","4"
1,"pe1902","pe7044","4"
1,"pe1902","pe7198","4"
1,"pe1902","pe7245","4"
1,"pe1902","pe7307","4"
1,"pe1902","pe7418","4"
1,"pe2001","pe0602","4"
1,"pe2001","pe3201","4"
1,"pe2002","pe0602","4"
1,"pe2002","pe1302","4"
1,"pe2002","pe2402","4"
1,"pe2002","pe3201","4"
1,"pe2002","pe3502","4"
1,"pe2002","pe7047","4"
1,"pe2002","pe7234","4"
1,"pe2002","pe7269","4"
1,"pe2002","pe7302","4"
1,"pe2002","pe7308","4"
1,"pe2101","pe0601","4"
1,"pe2101","pe2401","4"
1,"pe2101","pe2701","4"
1,"pe2101","pe4501","4"
1,"pe2101","pe7312","4"
1,"pe2102","pe7330","4"
1,"pe2201","pe3701","4"
1,"pe2201","pe7039","4"
1,"pe2201","pe7106","4"
1,"pe2201","pe7368","4"
1,"pe2202","pe0102","4"
1,"pe2202","pe0202","4"
1,"pe2202","pe0502","4"
1,"pe2202","pe0801","4"
1,"pe2202","pe1102","4"
1,"pe2202","pe2402","4"
1,"pe2202","pe2902","4"
1,"pe2202","pe3102","4"
1,"pe2202","pe3702","4"
1,"pe2202","pe3901","4"
1,"pe2301","pe0801","4"
1,"pe2301","pe1602","4"
1,"pe2301","pe3502","4"
1,"pe2401","pe0101","4"
1,"pe2401","pe0301","4"
1,"pe2401","pe1601","4"
1,"pe2401","pe2901","4"
1,"pe2401","pe3801","4"
1,"pe2401","pe3901","4"
1,"pe2402","pe0102","4"
1,"pe2402","pe0502","4"
1,"pe2402","pe0801","4"
1,"pe2402","pe1602","4"
1,"pe2402","pe3901","4"
1,"pe2501","pe2801","4"
1,"pe2501","pe7032","4"
1,"pe2501","pe7179","4"
1,"pe2502","pe2701","4"
1,"pe2502","pe2801","4"
1,"pe2502","pe5701","4"
1,"pe2502","pe7002","4"
1,"pe2502","pe7020","4"
1,"pe2502","pe7032","4"
1,"pe2601","pe3301","4"
1,"pe2601","pe4901","4"
1,"pe2601","pe5201","4"
1,"pe2601","pe7063","4"
1,"pe2601","pe7073","4"
1,"pe2601","pe7156","4"
1,"pe2602","pe2402","4"
1,"pe2602","pe3302","4"
1,"pe2602","pe3501","4"
1,"pe2602","pe3502","4"
1,"pe2602","pe4702","4"
1,"pe2602","pe4802","4"
1,"pe2602","pe7040","4"
1,"pe2602","pe7050","4"
1,"pe2602","pe7121","4"
1,"pe2602","pe7158","4"
1,"pe2602","pe7303","4"
1,"pe2602","pe7371","4"
1,"pe2701","pe1701","4"
1,"pe2701","pe1703","4"
1,"pe2701","pe1705","4"
1,"pe2701","pe2501","4"
1,"pe2701","pe2801","4"
1,"pe2701","pe4501","4"
1,"pe2701","pe6101","4"
1,"pe2702","pe2802","4"
1,"pe2702","pe6102","4"
1,"pe2702","pe7229","4"
1,"pe2702","pe7266","4"
1,"pe2801","pe1702","4"
1,"pe2801","pe2701","4"
1,"pe2801","pe7016","4"
1,"pe2801","pe7203","4"
1,"pe2801","pe7206","4"
1,"pe2801","pe7241","4"
1,"pe2801","pe7290","4"
1,"pe2801","pe7395","4"
1,"pe2802","pe2502","4"
1,"pe2802","pe2702","4"
1,"pe2802","pe5701","4"
1,"pe2802","pe7283","4"
1,"pe2802","pe7291","4"
1,"pe2802","pe7332","4"
1,"pe2802","pe7340","4"
1,"pe2802","pe7343","4"
1,"pe2802","pe7363","4"
1,"pe2901","pe0301","4"
1,"pe2901","pe7317","4"
1,"pe3101","pe0101","4"
1,"pe3101","pe2001","4"
1,"pe3101","pe2701","4"
1,"pe3101","pe6101","4"
1,"pe3102","pe0102","4"
1,"pe3102","pe0502","4"
1,"pe3102","pe0801","4"
1,"pe3201","pe0602","4"
1,"pe3201","pe1301","4"
1,"pe3201","pe1701","4"
