"waveid","su_id_1","su_id_2","personid"
1,"","","pe7089"
1,"","","pe7090"
1,"","","pe7091"
1,"","","pe7092"
1,"","","pe7094"
1,"","","pe7096"
1,"","","pe7097"
1,"","","pe7098"
1,"","","pe7099"
1,"","","pe7100"
1,"","","pe7101"
1,"","","pe7102"
1,"","","pe7103"
1,"","","pe7104"
1,"","","pe7105"
1,"","","pe7106"
1,"","","pe7107"
1,"","","pe7108"
1,"","","pe7109"
1,"","","pe7110"
1,"","","pe7111"
1,"","","pe7112"
1,"","","pe7113"
1,"","","pe7114"
1,"","","pe7115"
1,"","","pe7116"
1,"","","pe7117"
1,"","","pe7118"
1,"","","pe7119"
1,"","","pe7120"
1,"","","pe7121"
1,"","","pe7122"
1,"","","pe7123"
1,"","","pe7124"
1,"","","pe7125"
1,"","","pe7126"
1,"","","pe7127"
1,"","","pe7128"
1,"","","pe7129"
1,"","","pe7130"
1,"","","pe7131"
1,"","","pe7132"
1,"","","pe7133"
1,"","","pe7134"
1,"","","pe7135"
1,"","","pe7136"
1,"","","pe7137"
1,"","","pe7138"
1,"","","pe7140"
1,"","","pe7141"
1,"","","pe7142"
1,"","","pe7143"
1,"","","pe7144"
1,"","","pe7145"
1,"","","pe7146"
1,"","","pe7147"
1,"","","pe7148"
1,"","","pe7149"
1,"","","pe7150"
1,"","","pe7151"
1,"","","pe7152"
1,"","","pe7153"
1,"","","pe7154"
1,"","","pe7156"
1,"","","pe7157"
1,"","","pe7158"
1,"","","pe7159"
1,"","","pe7160"
1,"","","pe7161"
1,"","","pe7162"
1,"","","pe7163"
1,"","","pe7164"
1,"","","pe7165"
1,"","","pe7166"
1,"","","pe7167"
1,"","","pe7168"
1,"","","pe7169"
1,"","","pe7170"
1,"","","pe7171"
1,"","","pe7172"
1,"","","pe7173"
1,"","","pe7174"
1,"","","pe7175"
1,"","","pe7176"
1,"","","pe7177"
1,"","","pe7178"
1,"","","pe7179"
1,"","","pe7180"
1,"","","pe7181"
1,"","","pe7182"
1,"","","pe7183"
1,"","","pe7184"
1,"","","pe7185"
1,"","","pe7186"
1,"","","pe7187"
1,"","","pe7188"
1,"","","pe7189"
1,"","","pe7190"
1,"","","pe7191"
1,"","","pe7192"
1,"","","pe7193"
1,"","","pe7194"
1,"","","pe7195"
1,"","","pe7196"
1,"","","pe7197"
1,"","","pe7198"
1,"","","pe7199"
1,"","","pe7200"
1,"","","pe7201"
1,"","","pe7202"
1,"","","pe7203"
1,"","","pe7204"
1,"","","pe7205"
1,"","","pe7206"
1,"","","pe7207"
1,"","","pe7208"
1,"","","pe7209"
1,"","","pe7210"
1,"","","pe7211"
1,"","","pe7212"
1,"","","pe7213"
1,"","","pe7215"
1,"","","pe7216"
1,"","","pe7217"
1,"","","pe7218"
1,"","","pe7219"
1,"","","pe7220"
1,"","","pe7221"
1,"","","pe7222"
1,"","","pe7223"
1,"","","pe7224"
1,"","","pe7225"
1,"","","pe7226"
1,"","","pe7227"
1,"","","pe7228"
1,"","","pe7229"
1,"","","pe7230"
1,"","","pe7231"
1,"","","pe7232"
1,"","","pe7233"
1,"","","pe7234"
1,"","","pe7235"
1,"","","pe7236"
1,"","","pe7237"
1,"","","pe7238"
1,"","","pe7239"
1,"","","pe7240"
1,"","","pe7241"
1,"","","pe7242"
1,"","","pe7243"
1,"","","pe7244"
1,"","","pe7245"
1,"","","pe7246"
1,"","","pe7247"
1,"","","pe7248"
1,"","","pe7249"
1,"","","pe7250"
1,"","","pe7251"
1,"","","pe7252"
1,"","","pe7253"
1,"","","pe7254"
1,"","","pe7255"
1,"","","pe7256"
1,"","","pe7257"
1,"","","pe7258"
1,"","","pe7259"
1,"","","pe7260"
1,"","","pe7261"
1,"","","pe7262"
1,"","","pe7263"
1,"","","pe7264"
1,"","","pe7265"
1,"","","pe7266"
1,"","","pe7267"
1,"","","pe7268"
1,"","","pe7269"
1,"","","pe7270"
1,"","","pe7271"
1,"","","pe7272"
1,"","","pe7273"
1,"","","pe7274"
1,"","","pe7275"
1,"","","pe7276"
1,"","","pe7277"
1,"","","pe7278"
1,"","","pe7279"
1,"","","pe7280"
1,"","","pe7281"
1,"","","pe7282"
1,"","","pe7283"
1,"","","pe7284"
1,"","","pe7285"
1,"","","pe7286"
1,"","","pe7287"
1,"","","pe7288"
1,"","","pe7289"
1,"","","pe7290"
1,"","","pe7291"
1,"","","pe7292"
1,"","","pe7293"
1,"","","pe7294"
1,"","","pe7295"
1,"","","pe7296"
1,"","","pe7297"
1,"","","pe7298"
1,"","","pe7299"
1,"","","pe7300"
1,"","","pe7301"
1,"","","pe7302"
1,"","","pe7303"
1,"","","pe7304"
1,"","","pe7305"
1,"","","pe7306"
1,"","","pe7307"
1,"","","pe7308"
1,"","","pe7309"
1,"","","pe7310"
1,"","","pe7311"
1,"","","pe7312"
1,"","","pe7313"
1,"","","pe7314"
1,"","","pe7315"
1,"","","pe7316"
1,"","","pe7317"
1,"","","pe7318"
1,"","","pe7319"
1,"","","pe7320"
1,"","","pe7321"
1,"","","pe7322"
1,"","","pe7323"
1,"","","pe7324"
1,"","","pe7325"
1,"","","pe7326"
1,"","","pe7327"
1,"","","pe7328"
1,"","","pe7329"
1,"","","pe7330"
1,"","","pe7331"
1,"","","pe7332"
1,"","","pe7333"
1,"","","pe7334"
1,"","","pe7335"
1,"","","pe7336"
1,"","","pe7337"
1,"","","pe7338"
1,"","","pe7339"
1,"","","pe7340"
1,"","","pe7341"
1,"","","pe7342"
1,"","","pe7343"
1,"","","pe7344"
1,"","","pe7345"
1,"","","pe7346"
1,"","","pe7347"
1,"","","pe7348"
1,"","","pe7349"
1,"","","pe7350"
1,"","","pe7351"
1,"","","pe7352"
1,"","","pe7353"
1,"","","pe7354"
1,"","","pe7355"
1,"","","pe7356"
1,"","","pe7357"
1,"","","pe7358"
1,"","","pe7359"
1,"","","pe7360"
1,"","","pe7361"
1,"","","pe7362"
1,"","","pe7363"
1,"","","pe7364"
1,"","","pe7365"
1,"","","pe7366"
1,"","","pe7367"
1,"","","pe7368"
1,"","","pe7369"
1,"","","pe7370"
1,"","","pe7371"
1,"","","pe7372"
1,"","","pe7373"
1,"","","pe7374"
1,"","","pe7375"
1,"","","pe7376"
1,"","","pe7377"
1,"","","pe7378"
1,"","","pe7379"
1,"","","pe7380"
1,"","","pe7382"
1,"","","pe7383"
1,"","","pe7384"
1,"","","pe7385"
1,"","","pe7386"
1,"","","pe7387"
1,"","","pe7388"
1,"","","pe7389"
1,"","","pe7390"
1,"","","pe7391"
1,"","","pe7392"
1,"","","pe7393"
1,"","","pe7394"
1,"","","pe7395"
1,"","","pe7396"
1,"","","pe7397"
1,"","","pe7398"
1,"","","pe7399"
1,"","","pe7400"
1,"","","pe7401"
1,"","","pe7403"
1,"","","pe7404"
1,"","","pe7405"
1,"","","pe7406"
1,"","","pe7407"
1,"","","pe7408"
1,"","","pe7409"
1,"","","pe7410"
1,"","","pe7411"
1,"","","pe7412"
1,"","","pe7413"
1,"","","pe7414"
1,"","","pe7415"
1,"","","pe7416"
1,"","","pe7417"
1,"","","pe7418"
1,"","","pe7419"
1,"","","pe7420"
1,"","","pe7421"
1,"","","pe7422"
1,"","","pe7423"
1,"","","pe7425"
1,"","","pe7426"
1,"","","pe7427"
1,"","","pe7428"
1,"","","pe7429"
1,"","","pe7430"
1,"","","pe7431"
1,"","","pe7432"
1,"","","pe7433"
1,"","","pe7434"
1,"","","pe7435"
1,"","","pe7436"
1,"","","pe7437"
1,"","","pe7438"
1,"","","pe7439"
1,"","","pe7440"
1,"","","pe7441"
1,"","","pe7442"
1,"","","pe7443"
1,"","","pe7444"
1,"","","pe7445"
1,"","","pe7446"
1,"","","pe7447"
1,"","","pe7448"
1,"","","pe7449"
1,"","","pe7450"
1,"","","pe7451"
1,"","","pe7452"
1,"","","pe7453"
1,"","","pe7454"
1,"","","pe7455"
1,"","","pe7456"
1,"","","pe7457"
1,"","","pe7458"
1,"","","pe7459"
1,"","","pe7460"
1,"","","pe7461"
1,"","","pe7462"
1,"","","pe7463"
1,"","","pe7464"
1,"","","pe7465"
1,"","","pe7466"
1,"","","pe7467"
1,"","","pe7468"
1,"","","pe7469"
1,"","","pe7470"
1,"","","pe7471"
1,"","","pe7472"
1,"","","pe7473"
1,"","","pe7474"
1,"","","pe7475"
1,"","","pe7476"
1,"","","pe7477"
1,"","","pe7478"
1,"","","pe7479"
1,"","","pe7480"
1,"","","pe7481"
1,"","","pe7482"
1,"","","pe7483"
1,"","","pe7484"
1,"","","pe7485"
1,"","","pe7486"
1,"","","pe7487"
1,"","","pe7488"
1,"","","pe7489"
1,"","","pe7490"
1,"","","pe7491"
1,"","","pe7492"
1,"","","pe7493"
1,"","","pe7494"
1,"","","pe7495"
1,"","","pe7496"
1,"","","pe7497"
1,"","","pe7498"
1,"","","pe7499"
1,"","","pe7500"
1,"","","pe7501"
1,"","","pe7502"
1,"","","pe7503"
1,"","","pe7504"
1,"","","pe7505"
1,"","","pe7506"
1,"","","pe7507"
1,"","","pe7508"
1,"","","pe7510"
1,"","","pe9001"
1,"","","pe9002"
1,"","","pe9003"
1,"","","pe9004"
1,"","","pe9005"
1,"","","pe9006"
1,"","","pe9008"
1,"","","pe9009"
1,"","","pe9010"
1,"","","pe9012"
1,"","","pe9013"
1,"","","pe9014"
1,"","","pe9015"
1,"","","pe9016"
1,"","","pe9017"
1,"","","pe9018"
1,"","","pe9019"
1,"","","pe9020"
1,"","","pe9021"
1,"","","pe9022"
1,"","","pe9023"
1,"","","pe9024"
1,"","","pe9025"
1,"","","pe9026"
1,"","","pe9027"
1,"","","pe9028"
1,"","","pe9029"
1,"","","pe9030"
1,"","","pe9031"
1,"","","pe9032"
1,"","","pe9033"
1,"","","pe9034"
1,"","","pe9035"
1,"","","pe9036"
1,"","","pe9037"
1,"","","pe9038"
1,"","","pe9039"
1,"","","pe9040"
1,"","","pe9041"
1,"","","pe9042"
1,"","","pe9043"
1,"","","pe9044"
1,"","","pe9045"
1,"","","pe9046"
1,"","","pe9047"
1,"","","pe9048"
1,"","","pe9049"
1,"","","pe9051"
1,"","","pe9052"
1,"","","pe9053"
1,"","","pe9054"
1,"","","pe9055"
1,"","","pe9056"
1,"","","pe9057"
1,"","","pe9058"
1,"","","pe9059"
1,"","","pe9060"
1,"","","pe9061"
1,"","","pe9062"
1,"","","pe9063"
1,"","","pe9064"
1,"","","pe9065"
1,"","","pe9066"
1,"","","pe9067"
1,"","","pe9068"
1,"","","pe9069"
1,"","","pe9070"
1,"","","pe9071"
1,"","","pe9072"
1,"","","pe9073"
1,"","","pe9074"
1,"","","pe9075"
1,"","","pe9076"
1,"","","pe9077"
1,"","","pe9078"
1,"","","pe9079"
1,"","","pe9080"
1,"","","pe9081"
1,"","","pe9082"
1,"","","pe9083"
1,"","","pe9084"
1,"","","pe9085"
1,"","","pe9086"
1,"","","pe9087"
1,"","","pe9088"
1,"","","pe9089"
1,"","","pe9090"
1,"","","pe9091"
1,"","","pe9092"
1,"","","pe9093"
1,"","","pe9094"
1,"","","pe9095"
1,"","","pe9096"
1,"","","pe9097"
1,"","","pe9099"
1,"","","pe9100"
1,"","","pe9101"
1,"","","pe9102"
1,"","","pe9103"
1,"","","pe9104"
1,"","","pe9105"
1,"","","pe9106"
1,"","","pe9107"
1,"","","pe9108"
1,"","","pe9109"
1,"","","pe9110"
1,"","","pe9111"
1,"","","pe9112"
1,"","","pe9113"
1,"","","pe9114"
1,"","","pe9115"
1,"","","pe9116"
1,"","","pe9117"
1,"","","pe9118"
1,"","","pe9119"
1,"","","pe9120"
1,"","","pe9121"
1,"","","pe9122"
1,"","","pe9123"
1,"","","pe9124"
1,"","","pe9125"
1,"","","pe9126"
1,"","","pe9127"
1,"","","pe9128"
1,"","","pe9129"
1,"","","pe9130"
1,"","","pe9131"
1,"","","pe9132"
1,"","","pe9133"
1,"","","pe9134"
1,"","","pe9135"
1,"","","pe9136"
1,"","","pe9137"
1,"","","pe9138"
1,"","","pe9139"
1,"","","pe9140"
1,"","","pe9141"
1,"","","pe9142"
1,"","","pe9143"
1,"","","pe9144"
1,"","","pe9145"
1,"","","pe9146"
1,"","","pe9147"
1,"","","pe9148"
1,"","","pe9149"
1,"","","pe9150"
1,"","","pe9151"
1,"","","pe9152"
1,"","","pe9153"
1,"","","pe9154"
1,"","","pe9155"
1,"","","pe9156"
1,"","","pe9157"
1,"","","pe9158"
1,"","","pe9159"
1,"","","pe9160"
1,"","","pe9161"
1,"","","pe9162"
1,"","","pe9163"
1,"","","pe9164"
1,"","","pe9165"
1,"","","pe9166"
1,"","","pe9167"
1,"","","pe9168"
1,"","","pe9169"
1,"","","pe9170"
1,"","","pe9171"
1,"","","pe9172"
1,"","","pe9173"
1,"","","pe9174"
1,"","","pe9175"
1,"","","pe9176"
1,"","","pe9177"
1,"","","pe9178"
1,"","","pe9179"
1,"","","pe9180"
1,"","","pe9181"
1,"","","pe9182"
1,"","","pe9183"
1,"","","pe9184"
1,"","","pe9185"
1,"","","pe9186"
1,"","","pe9187"
1,"","","pe9188"
1,"","","pe9189"
1,"","","pe9190"
1,"","","pe9191"
1,"","","pe9192"
1,"","","pe9193"
1,"","","pe9194"
1,"","","pe9195"
1,"","","pe9196"
1,"","","pe9197"
1,"","","pe9198"
1,"","","pe9199"
1,"","","pe9200"
1,"","","pe9201"
1,"","","pe9202"
1,"","","pe9600"
1,"","","pe9702"
1,"","","pe9703"
1,"","","pe9704"
1,"","","pe9705"
1,"","","pe9707"
1,"","","pe9708"
1,"","","pe9709"
1,"","","pe9710"
1,"","","pe9711"
1,"","","pe9712"
1,"","","pe9713"
1,"","","pe9714"
1,"","","pe9715"
1,"","","pe9718"
1,"","","pe9719"
1,"","","pe9720"
1,"","","pe9721"
1,"","","pe9722"
1,"","","pe9723"
1,"","","pe9729"
1,"","","pe9730"
1,"","","pe9739"
1,"","","pe9748"
1,"","","pe9749"
1,"","","pe9778"
1,"","","pe9779"
1,"","","pe9801"
1,"","","pe9802"
1,"","","pe9803"
1,"","","pe9806"
1,"","","pe9807"
1,"","","pe9808"
1,"","","pe9809"
1,"","","pe9810"
1,"","","pe9811"
1,"","","pe9812"
1,"","","pe9813"
1,"","","pe9815"
1,"","","pe9816"
1,"","","pe9817"
1,"","","pe9818"
1,"","","pe9819"
1,"","","pe9820"
1,"","","pe9821"
1,"","","pe9822"
1,"","","pe9823"
1,"","","pe9824"
1,"","","pe9825"
1,"","","pe9827"
1,"","","pe9828"
1,"","","pe9832"
1,"","","pe9833"
1,"","","pe9834"
1,"","","pe9836"
1,"","","pe9840"
1,"","","pe9841"
1,"","","pe9842"
1,"","","pe9918"
1,"","","pe9919"
